track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,lyrics
6Hj9jySrnFppAI0sEMCZpJ,0.685,0.692,2,-5.122,1,0.0457,0.328,0,0.153,0.578,159.966,240051,5,"Man, what? (Haha)
This shit funny
I was like, ""Oof this Hennessy strong as fuck, boy""

She told me put my heart in the bag (In the bag)
And nobody gets hurt (Nobody)
Now I'm running from her love, I'm not fast (Fast)
So I'm making it worse (Making it worse)
Now I'm digging up a grave, from my past
I'm a whole different person (A whole different person)
It's a gift and a curse (A gift and a curse)
But I cannot reverse it

I can't reverse it
It was a gift and a curse
And now I'm drinking too much, so I'ma talk with a slur
Last time I saw you it ended in a blur
I woke up in a hearse
She said, ""You loved me first"" (First)
One thing my dad told me was,
""Never let your woman know when you're insecure""
So I put Gucci on the fur"
01K4zKU104LyJ8gMb7227B,0.606,0.377,0,-9.455,1,0.0275,0.817,0,0.154,0.446,101.96,258813,4,"They tell you while you're young
""Girls, go out and have your fun""
Then they hunt and slay the ones who actually do it
Criticize the way you fly
When you're soaring through the sky
Shoot you down and then they sigh
And say, ""She looks like she's been through it""
Lord, what will become of me
Once I've lost my novelty?"
0eu4C55hL6x29mmeAjytzC,0.7,0.49,0,-5.187,1,0.076,0.186,0,0.117,0.569,79.982,161803,4,"It doesn't seem that hard,
To have a dream and then just throw it before you start
Yeah its easy to think all day,
But then put all of these obstacles in the way
And I stand there wondering why
We our wasting all our time
We could savor every night
Or we could watch our life go by
Shut it down and stand up right
And just leave it all behind"
2HbKqm4o0w5wEeEFXm2sD4,0.716,0.531,7,-7.355,1,0.122,0.0703,0,0.224,0.344,71.994,386907,4,"Me and my niggas tryna get it, ya bish (ya bish, ya bish)
Hit this house lick tell me is you with it, ya bish (ya bish, ya bish)
Home invasion was persuasive (was persuasive, was persuasive)
From nine to five I know its vacant, ya bish (ya bish, ya bish)
Dreams of living life like rappers
Do (like rappers do, like rappers do)
Back when condom wrappers wasn't
Cool (they wasn't cool, they wasn't cool)
I fucked Sherane then went to tell my bros (tell my bros, tell my bros
Then Usher Raymond ""Let it Burn"" came on
(""Let it Burn"" came on, ""Let it Burn"" came on)
Hot sauce all in our Top Ramen, ya bish (ya bish, ya bish)
Parked the car then we start rhyming, ya bish (ya bish, ya bish)
The only thing we had to free our mind (free our mind, free our mind)
Then freeze that verse when we see
Dollar signs (dollar signs, dollar signs)
You looking like an easy come up, ya bish (ya bish, ya bish)
A silver spoon I know you come from, ya bish (ya bish, ya bish)
And that's a lifestyle that we
Never knew (we never knew, we never knew)
Go at a reverend for the revenue

It go Halle Berry or hallelujah
Pick your poison tell me what you do
Everybody gon' respect the shooter
But the one in front of the gun lives
Forever (the one in front of the gun forever)
And I been hustlin' all day, this a way, that a way
Through canals and alleyways, just to say
Money trees is the perfect place for
Shade and that's just how I feel (now, now)
A dollar might, just fuck your main bitch that's just how I feel (now)
A dollar might,
Say fuck them niggas that you came
With that's just how I feel (now, now)
A dollar might,
Just make that lane switch that's just how I feel (now)
A dollar might,
Turn to a million and we all rich that's just how I feel

Dreams of living life like rappers
Do (like rappers do, like rappers do)
Bump that new E-40 at the school
(Way at the school, way at the school)
You know big ballin' with my homies (my homies)"
6Hfu9sc7jvv6coyy2LlzBF,0.587,0.561,0,-6.569,1,0.146,0.0466,0,0.109,0.351,80.009,243187,4,"Thirty miles on the Gulf Stream
I hear the south wind moan
The bridges getting lower
The shrimp boats coming home

The old man down in the Quarter
Slowly turns his head
Takes a sip from his whiskey bottle
And this is what he said

I was born in the rain on the Pontchartrain
Underneath the Louisiana moon
I don't mind the strain of a hurricane
They come around every June

The high black water, a devil's daughter
She's hard, she's cold and she's mean
But nobody taught her, it takes a lot of water
To wash away New Orleans

Man came down from Chicago
He gonna set that levee right
He says, ""it needs to be at least three feet higher
It won't make it through the night"""
2gpWyfu7eZ01zzncHpxOtA,0.542,0.659,8,-7.289,1,0.0389,0.00279,0,0.105,0.109,120.122,234000,4,"If your heart is a doorway
But there's nobody home
Should I say you'll be okay
Though I know you won't?
Like the heat of the moment
Wouldn't burn anymore
And I could be lying, and you wouldn't mind it at all

Love will grow deeper than pain ever could
Feel the roots interlace 'round your heart
Lay down your guard, open your scars
Now that I feel it, I want you to know
That I'm no longer scared of the dark
If that is where you are

After all, the further away"
6foY66mWZN0pSRjZ408c00,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347,4,
2659CRCrqaXCaYBMtKrdYi,0.524,0.306,0,-12.153,1,0.0376,0.0323,0.000339,0.11,0.255,138.34,166957,4,"I lay my life down at your feet
'Cause you're the only one I need
I turn to You and You are always there

In troubled times, it's You I seek
I put You first, that's all I need
I humble all I am all to You

One way, Jesus, You're the only one that I could live for
One way, Jesus, You're the only one that I could live for

You are always, always there
Everyhow and everywhere
Your grace abounds so deeply within me"
6E90gq0KO6FYZVOXx8kCcC,0.778,0.695,4,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996,132780,4,
78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,145543,4,"Run that back, Turbo!

You can get the biggest Chanel bag in the store if you want it
I gave 'em the drip, they sucked it up, I got 'em on it
I bought a new Patek, I had the watch, so I two-toned 'em
Taking these drugs, I'm gon' be up until the morning
That ain't your car, you just a leaser, you don't own it
If I'm in the club, I got that fire when I'm performing
The backend just came in, in all hundreds
Vibes galore, cute shit, they all on us
I'm from Atlanta, where young niggas run shit
I know they hating on me, but I don't read comments
Whenever I tell her to come, she coming
Whenever it's smoke, we ain't running

Drip too hard, don't stand too close
You gon' fuck around and drown off this wave
Doing all these shows, I've been on the road
I don't care where I go, long as I get paid
Bad lil' vibe, she been on my mind
Soon as I get back, she getting slayed"
7hxHWCCAIIxFLCzvDgnQHX,0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,195429,4,"Tastes like a lemonade
Feels sweet, And then it all fades
Leaving sore throat and heartache
Baby, Love is not the drug I wanna do

Smells like first rain
Mondays don't feel mundane
One day, you'll go your way
Baby, don't you try to play me, you will lose.

Money over man, you're greedy
Heart over mind, you're needy
Perfect paradise, you're dreamy
Feed them all you want they'll be hungry

Bring me your game, I'm winning
Made the hot tea, you're sipping
Ruling is a sin, I'm sinning
I got me I don't need to count on you

All I want is grow and be me
The only one I talk to when y'all leave
Woke up from a nightmare to another
I may have wanted you but I need her

And I tell her

Sing me a song
Tell me tale
Tuck me in tight
Don't go away"
4CkgMiMqZ5JzW9iYXSTMTL,0.391,0.715,0,-4.516,1,0.0495,0.167,0,0.183,0.473,149.654,285107,3,"3 a.m. and I'm still awake, I'll bet you're just fine
Fast asleep in your city that's better than mine
And the girl in your bed has a fine pedigree
And I'll bet your friends tell you she's better than me, huh
Well, I tried to fit in with your upper-crust circles
Yeah, they let me sit in back when we were in love
Oh, they sit around talkin' 'bout the meaning of life
And the book that just saved 'em that I hadn't heard of
But now that we're done and it's over
I bet you couldn't believe
When you realized I'm harder to forget, than I was to leave
And I bet you think about me
You grew up in a silver-spoon gated community
Glamorous, shiny, bright Beverly Hills
I was raised on a farm, no, it wasn't a mansion
Just livin' room dancin' and kitchen table bills"
30bqVoKjX479ab90a8Pafp,0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099,142000,4,"Wait right here
I'll be back in the mornin'
I know that I'm not that important to you
But to me, girl, you're so much more than gorgeous (Yeah)
So much more than perfect (Yeah)

Right now I know that I'm not really worth it
If you give me time, I could work on it
Give me some time while I work on it
Losin' your patience, and, girl, I don't blame you

The Earth's in rotation, you're waitin' for me (Yeah)
Look at my face when I fuck on your waist
'Cause we only have one conversation a week
That's why your friends always hatin' on me

Fuck 'em though, I did this all by myself"
45vDAZmpEf8BGVd1EA9yLA,0.666,0.707,5,-5.444,0,0.255,0.0862,0,0.334,0.627,160.0,168000,4,"504
Yes, I'm from the 504
Tryna keep it hard, put the focus on the pen
Yes, I'm always going in, like the a is sore
Crazy s
Lost touch with God, but ain't a sadist, b
Used to hearing bout that hitta and his latest b
But I suck the woahh, that's gay as s
Start some s
Yeah, this b told my momma I'm a narcissist
Got 2 bachelors in the arts and biz
And she lucky if she finish her associates
But it's pros and cons
A degree don't even really guarantee the bronze
If I had to bet my life, though, I'm the Don
And that b'll live her life in an AVEDA salon
Woah
Yes, I went there, but I didn't mean to go
Sorry, but I think I might resent you on the low
Aww who the f am I kidding
Yes, I'm moving on, but, there's shade to throw
Now I got the ball"
7ehhnVu3JUWMaSJzY1zC4k,0.343,0.136,5,-15.142,1,0.0385,0.749,0,0.261,0.59,70.937,182667,4,"音もなく積もる雪 白くこぼす息
IlluminationのStreet 星のChristmas Tree
いつもcoolな そぶり but I need your love
凍えた指で触れる The snow on your head
I love ゆえに 始まる you&me
告げるmy heart 今夜射止める my Girl
想いめぐらす 燃える結末
I never 迷わず 逢えば必ず 夢叶わす
いつも遠くで見てた
心とうらはらに yo!! Baby!
気づけばまた胸溢れる その笑顔
とめどなく I love you baby
☆よりそって Candle night
伝えたい心のまま
夢を叶えるため この日を信じた"
7zFXmv6vqI4qOt4yGf3jYZ,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,278180,4,"Through drought and famine, natural disasters
My baby has been around for me
Kingdoms have fallen, angels be calling
None of that could ever make me leave

Every time I look into your eyes I see it
You're all I need
Every time I get a bit inside I feel it

Ooh, who would've thought I'd get you?
Ooh, who would've thought I'd get you?

And when we're making love
Your cries they can be heard from far and wide
It's only the two of us
Everything I need's between those thighs"
0Fs9cdPDhptWEDJmiCbkEW,0.766,0.74,1,-10.363,1,0.0807,0.0193,0.0784,0.229,0.183,118.008,296520,4,"She knows, she knows
Bad things happen to the people you love
And you find yourself praying up
To heaven above
But honestly I've never had much sympathy
Cause those bad things
I always saw them coming for me
I'm gonna run, run away
Oh I, oh I-I-I
Well alright
Oh I, oh I-I-I
Well alright

Damned if I do
Damned if I don't
You know I got a girl back home
You got a man what you want, what you want
What these bitches want from a nigga
On some DMX shit
I know them other niggas love tricking
On some BMX shit
But not me
Now I'm sure you done heard about me
A black star, Mos Def, Kweli
Good southern bad hoes try me, they try me
This is Martin Luther King in the club
Getting dubs, with a bad bitch
In his ear sayin' she down for whatever

In the back of his mind is Coretta

She knows, she knows
And I know she knows, and I know she knows
And deep down she knows, she knows"
3jjsRKEsF42ccXf8kWR3nu,0.613,0.822,9,-4.087,1,0.026,0.0092,0.506,0.429,0.567,105.997,128199,4,"Toss your dirty shoes
In my washing machine heart ️
Baby, bang it up inside

I'm not wearing my usual lipstick
I thought maybe we would kiss tonight
Baby will you kiss me already
And toss your dirty shoes
In my washing machine heart ️"
5Z9KJZvQzH6PFmb8SNkxuk,0.741,0.691,10,-7.395,0,0.0672,0.0221,0,0.0476,0.892,150.087,212353,4,"Baby back, ayy
Couple racks, ayy
Couple Grammys on him
Couple plaques, ayy
That's a fact, ayy
Throw it back, ayy
Throw it back, ayy

And this one is for the champions
I ain't lost since I began, yeah
Funny how you said it was the end, yeah
Then I went did it again, yeah

I told you long ago, on the road
I got what they waitin' for
I don't run from nothin', dog
Get your soldiers, tell 'em I ain't layin' low
You was never really rootin' for me anyway
When I'm back up at the top I wanna hear you say
He don't run from nothin', dog
Get your soldiers, tell 'em that the break is over

Uh, need a, uh
Need to get this album done
Need a couple number ones
Need a plaque on every song
Need me like one with Nicki now
Tell a rap nigga, ""I don't see ya"", ha
I'm a pop nigga like Bieber, ha
I don't fuck bitches, I'm queer, ha
But these niggas bitches like Madea"
2BcMwX1MPV6ZHP4tUT9uq6,0.849,0.424,5,-9.579,0,0.324,0.0635,0,0.0834,0.153,145.887,242966,4,"I gotta feed the streets, my pistol gon' bleed the streets
Ski mask on my face, sometimes you got to cheat
To stay ahead in this bitch-ard (gang), drank syrup like it's liquor
Street life'll have you catchin' up to God quicker (yeah, gang)
Sticker, AK-40 to your liver
Let the chopper bang on you like a Blood or a Cripper (gang)
Flipper, so much bread, I'm a gymnast
Made so much money off of dummies, off of dummies (yeah, gang)

I'm mister body catcher, Slaughter Gang soul snatcher
Ain't no regular F-150, this a fuckin' Raptor
No capper, street nigga, not a rapper
Chopper hit him and he turned into a booty clapper
Smith & Wesson, I'm 4L Gang reppin'
We done baptized more niggas than the damn reverend (yeah)
Kappa Alpha, me and my gang, we do all the steppin'
Who you checkin'? This FN shoot East to West End (gang)

Yeah
I heard Papi outside
And he got the double-R droppy outside
Checked the weather and it's gettin' real oppy outside
I'ma drop this shit and have these pussies droppin' like some motherfuckin'-
Type of nigga that can't look me in the eyes
I despise"
02MWAaffLxlfxAUY7c5dvx,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4,"(Don't stop, baby, you can go on through
(Don't want, baby, think about you)
(You know that I'm never gonna lose)

Road shimmer
Wiggling the vision
Heat heat waves
I'm swimming in a mirror

Road shimmer
Wiggling the vision
Heat heat waves
I'm swimming in a"
3Vi5XqYrmQgOYBajMWSvCi,0.664,0.609,1,-6.509,1,0.0707,0.304,0,0.0926,0.194,130.041,210560,4,"I just want somebody
Somebody for me
Yeah, yeah
Could you be that someone
I need to know
(I need to know)

Tell me
Tell me, baby, is it
Is it meant to be
Tell me, baby, are you
Are you feelin' me
Touch me, hold me, tease me
Love me in every way

I need to know
I need to know
I need to know
(I need to know, know)

Tell me, I need to know
Tell me, I need to know
Tell me, I need to know (need to know)
Tell me, I need to know
Tell me, I need to know"
0e8nrvls4Qqv5Rfa2UhqmO,0.737,0.846,1,-4.51,0,0.22,0.00614,0,0.0486,0.546,87.981,143901,4,"1, 2, 3, 4
Need a boy who can cuddle with me all night
Keep me warm, love me long, be my sunlight
Tell me lies, we can argue, we can fight
Yeah, we did it before, but we'll do it tonight
An afro, black boy with the gold teeth
Dark skin, lookin' at me like he know me
I wonder if he got the G or the B
Let me find out and see, comin' over to me, yeah

These days I'm way too lonely
I'm missin' out, I know
These days I'm way too alone
And I'm known for giving love away but

I want someone to love me"
40iJIUlhi6renaREYGeIDS,0.666,0.465,1,-8.545,1,0.26,0.0503,0,0.215,0.292,167.937,291175,4,"I don't understand why you blame me
Take me as I am, it's the same me
Yeah
Senseless sight to see
Yeah
Senseless sight to see
Ayy

Feelin' young but they treat me like the OG
And they want the tea on me, I swear these bitches nosy
Said he put some money on my head, I guess we gon' see
I won't put no money on his head, my niggas owe me
I gotta be single for a while, you can't control me
Uno, dos, tres, in a race, they can't hold me
And I show my face in a case so you know it's me
Imitation isn't flattery, it's just annoyin' me
And I'm too about it
And the dirt that they threw on my name
Turned to soil and I grew up out it
Time for y'all to figure out what y'all gon' do about it
Big wheels keep rollin', rollin'

I'm outside, 29, G5, seaside
I been losin' friends and findin' peace
But honestly, that sound like a fair trade to me
If I ever heard one and I'm still here
Outside, frontline, Southside
I've been losin' friends and findin' peace
Honestly, that sound like a fair trade to me

Look, don't invite me over if you throw another pity party
Lookin' back, it's hard to tell you where I started
I don't know who love me, but I know that it ain't everybody
I can never love her, she a busy body
Baby, if you want me, can't be turnin' up with everybody, nah
Can't be fuckin' on just anybody, yeah
I got feelings for you, that's the thing about it, yeah
You know that, it's somethin' when I sing about it, yeah

Momma used to be on disability but gave this ability"
07MDkzWARZaLEdKxo6yArG,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680,4,"When I wake up
I can't even stay up
I slept through the day
I'm not getting younger
But when I'm older
I'll be so much stronger
I'll stay up for longer
Meet me at our spot

Caught a vibe
Baby, are you coming for the ride? (The ride, the ride, the ride)
I just wanna look into your eyes (your eyes, your eyes)
I just wanna stay for the night, night, night
When we take a drive
Maybe we can hit the 405
Hypnotized by the lights
Man, this must be the life
"
4RVwu0g32PAqgUiJoXsdF8,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,298899,3,"You call me again, drunk in your Benz
Drivin' home under the influence
You scared me to death but I'm wastin' my breath
'Cause you only listen to your fuckin' friends

I don't relate to you
I don't relate to you, no
'Cause I'd never treat me this shitty"
75MNhvTCCKsST3YqqUiU9r,0.788,0.859,2,-2.724,1,0.0856,0.281,0,0.0424,0.822,141.02,207853,4,"I apologize that I can't stay without your love
But just thinking 'bout it makes me wanna hold you close
When you feel me or caress me it just feels like home
'Cause baby your touch is so familiar
Only you who fit the picture

I got your lips on my lips
Your thighs on my mind
Don't know what we started
Your kiss is my wish
Time flies as you ride
Cannot love you harder
I know you want it baby
So I'm gonna keep you up all night
Get ready as you taste me
I'm gonna give you, I wanna give you

Shivers, shivers
Down your spine
I wanna give you shivers, shivers
Oh all night
We could be more than sinners, sinners
For a while
You know that I would give you, give you
All my life
Oh my, oh my

Skin rubbin' between your legs let's love tonight"
5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,229227,4,"Brown guilty eyes and
Little white lies, yeah
I played dumb but I always knew
That you talked to her
Maybe did even worse
I kept quiet so I could keep you
And ain't it funny how you ran to her
The second that we called it quits?
And ain't it funny how you said you were friends?
Now it sure as hell don't look like it
You betrayed me
And I know that you'll never feel sorry
For the way I hurt, yeah
You talked to her when we were together
Loved you at your worst but that didn't matter
It took you two weeks to go off and date her
Guess you didn't cheat, but you're still a traitor"
6Hfu9sc7jvv6coyy2LlzBF,0.587,0.561,0,-6.569,1,0.146,0.0466,0,0.109,0.351,80.009,243187,4,"Thirty miles on the Gulf Stream
I hear the south wind moan
The bridges getting lower
The shrimp boats coming home

The old man down in the Quarter
Slowly turns his head
Takes a sip from his whiskey bottle
And this is what he said

I was born in the rain on the Pontchartrain
Underneath the Louisiana moon
I don't mind the strain of a hurricane
They come around every June

The high black water, a devil's daughter
She's hard, she's cold and she's mean
But nobody taught her, it takes a lot of water
To wash away New Orleans

Man came down from Chicago
He gonna set that levee right
He says, ""it needs to be at least three feet higher
It won't make it through the night"""
3Wrjm47oTz2sjIgck11l5e,0.714,0.8,11,-4.808,0,0.0504,0.127,0,0.359,0.589,134.002,211560,4,
5nujrmhLynf4yMoMtj8AQF,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,203064,4,"Billboard Baby, Dua Lipa make 'em dance when it come on
Everybody lookin' for a dance floor to run on

If you wanna run away with me, I know a galaxy
And I can take you for a ride
I had a premonition that we fell into a rhythm
Where the music don't stop for life
Glitter in the sky, glitter in my eyes
Shining just the way I like
If you're feeling like you need a little bit of company
You met me at the perfect time

You want me, I want you, baby
My sugarboo, I'm levitating
The Milky Way, we're renegading
Yeah, yeah, yeah, yeah, yeah

I got you, moonlight, you're my starlight
I need you all night, come on, dance with me
I'm levitating
You, moonlight, you're my starlight (you're the moonlight)
I need you all night, come on, dance with me
I'm levitating

I'm one of the greatest, ain't no debatin' on it (let's go)
I'm still levitating, I'm heavily medicated
Ironic I gave 'em love, and they end up hatin' on me (go)
She told me love me, and she been waitin'
Been fightin' hard for your love, and I'm runnin' thin on my patience
Needin' someone to hug, even took it back to the basics

You see what you got me out here doin'? (Yeah)
Might've threw me off, but can't nobody stop the movement (uh-uh)"
0lnpnsrVaW9elGgRxpDCgE,0.649,0.76,1,-6.487,1,0.0574,0.114,0,0.317,0.843,80.018,161853,4,"Like you
Like you
She had a way
With her own kind of style
Like you
She had a far away smile
Like you
I can't believe that it's true
How I thought it was you
I don't know why in the world
But she's just like you
Just Like you
"
3FeVmId7tL5YN8B7R3imoM,0.588,0.701,9,-6.39,1,0.0402,0.00813,0,0.2,0.443,104.988,228000,4,"밤을 지새우는 일은
나하고는 맞지 않아
근데 네 생각에 또
Woo-woo-woo
Woo-woo-woo-woo
Woo-woo-woo-woo

천장에 붙은 야광 별
개수를 세고 또 헤아리다
어느새 에 에
너를 그려봐

나의 별
Oh-whoa
Oh, 넌 나의 우주
내 모든 걸 줘도 아깝지 않은걸
Oh-whoa"
0eu4C55hL6x29mmeAjytzC,0.7,0.49,0,-5.187,1,0.076,0.186,0,0.117,0.569,79.982,161803,4,"It doesn't seem that hard,
To have a dream and then just throw it before you start
Yeah its easy to think all day,
But then put all of these obstacles in the way
And I stand there wondering why
We our wasting all our time
We could savor every night
Or we could watch our life go by
Shut it down and stand up right
And just leave it all behind"
2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4,
2Xr1dTzJee307rmrkt8c0g,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,145800,4,"Yeah
My baby, my valentine
Girl na you dey make my temperature dey rise
If you leave me I go die, I swear
You are like the oxygen I need to survive
I'll be honest, your loving dey totori me
I am so obsessed
I want to chop your nkwobi

Ule, your body dey gbakam isi
Ule, open am make I see
Ule, nyem love nwantiti
Wey fit make a bad man sing, oh, ah-ah-ah

Ah-ah-ah-ah, ah ah
Ah-ah-ah-ah, ah ah
Ah-ah-ah-ah
Ah-ah-ah-ah, ah ah
Ah-ah-ah-ah, ah ah
Ah-ah-ah-ah
Ah-ah-ah-ah, ah ah
Ah-ah-ah-ah, ah ah"
30QR0ndUdiiMQMA9g1PGCm,0.792,0.511,2,-6.876,1,0.0409,0.124,9.04e-05,0.14,0.111,113.983,168490,4,"Take me home
Take me home
It's the one place I can rest in peace
Turn off my phone
So many messages I wish I could just delete

Questioning my existence ('istence)
Questioning my decisions ('cisions)
Burning down all the bridges (Bridges)
Dig a moat, now I'm finished
Sorry, don't want you to visit, no
No

One last pic and I'll be gone
Make it count, put the flash on
Never really felt like I belonged"
6HU7h9RYOaPRFeh0R3UeAr,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,215507,4,
7EkWXAI1wn8Ii883ecd9xr,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,147062,4,"Hoy no tengo ganas de arrancarme la cabeza
De arruinar mi existencia, de negar a dios
Hoy no quiero cicatrices en mi sucio corazón
Hoy no quiero ruido en las promesas de mi religión

Las palabras que se digan serán de un arte mas natural
Nada de poesía, nada de mi mundo irreal
Para que tentar a tanta suerte, para que llorar
Con tan solo un discurso turbio puedo reventar

Uh esta realidad
Es tan negra que no hay necesidad

Tu haz de ser yo, tu
Esta realidad azul
"
6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735,4,"Şarkı Sözleri

Dinle

Ana Sonuçlar

It's a human sign
When things go wrong
When the scent of her lingers
And temptation's strong

Cold, cold heart
Hardened by you (oh)
Some things lookin' better, baby
Just passin' through (no, no, no, no, no)

And I think it's gonna be a long, long time
'Til touchdown brings me 'round again to find
I'm not the man they think I am at home"
5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013,4,"I got my driver's license last week
Just like we always talked about
'Cause you were so excited for me
To finally drive up to your house
But today I drove through the suburbs
Crying 'cause you weren't around

And you're probably with that blonde girl
Who always made me doubt
She's so much older than me
She's everything I'm insecure about
Yeah, today I drove through the suburbs
'Cause how could I ever love someone else?

And I know we weren't perfect but I've never felt this way for no one"
2tUL6dZf1mywCj5WvCPZw6,0.84,0.744,1,-4.751,1,0.113,0.0181,0,0.629,0.171,83.737,204347,4,"No friends in the industry
My brothers been my brothers
Man, you niggas ain't no kin to me, a fact (woah)
Yeah, you heard about me, you don't know me more than that
Yeah, I know I-
Hey, hey, yeah

No friends in the industry
My brothers been my brothers
Man, you niggas ain't no kin to me, a fact (woah)
I was known for snappin' when I chat before the app
Stood on everything I said and never took it back (woah)
No friends in the industry
I had to draw the line between my brothers and my enemies, a fact
Niggas love to start the beef, don't wanna keep it rap
Yeah, he hit us up and now we owe you something back

See, I was young angel but these niggas turned me evil
Yeah, I know, I know you but you really ain't my people
Yeah, I heard some people say they know 'em as my equal
Truth be told, I son these niggas, girl, I don't compete with 'em
Ask about The Boy and they gon' say they got the streets with him
Niggas so offensive knowin' they don't have no defense
Why they always act like we can fix it with a meeting?
All that linking up man, I'ma see ya when I see ya
"
5SixeLvPsYpk7qq9lo5xYg,0.903,0.535,9,-6.434,1,0.0742,0.297,0,0.345,0.508,130.022,148779,4,"When I count all my blessings, blessings
I can't even be sad any more, can't even be sad any more
When I count all my blessings, blessings
My heart still hurts for the world that I know, the world that I know

Sinking down under the water, slipping down under
Drifting out into the water, missing down under
Tell me what is it you care for? Is there even a care at all?
Praying for sense of direction, praying for love and protection
Sinking down under the water, slipping down under
Drifting out into the water, missing down under
Tell me what is it you care for? Is there even a care at all?
Praying for sense of direction, praying for love and protection

When I count all my blessings, blessings
I can't even be sad any more, can't even be sad any more
When I count all my blessings, blessings
My heart still hurts for the world that I know, the world that I know
"
4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,198082,4,"She's sweeter than peaches
Don't look for love, but you need it
You fly out, I'll stay here all weekend
I'll cook while you sleeping
Put you on books and you read it
Candlelight and your lil' weed pen
I feel like I'm dreamin'

I think everything's okay
Fuck that, everything's been great
Peep the smile on my
Face
I think I got a winner
She fight me for the check every time we out to dinner

December come around she be wildin' out on Christmas
She holding KM down and nothing is on my wish list
Her buddies come around and my friends are on a mission
And I might be a clown if I don't make her my Mrs."
0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4,
6LNoArVBBVZzUTUiAX2aKO,0.546,0.64,8,-5.582,1,0.37,0.0438,0,0.137,0.63,137.728,339250,4,"(Off the grid)
(Off the grid)
(Off the grid)
(Off the grid)

Everybody's trying to get off the grid

Everybody wanna say where they've been

Everybody's trying to say what they did
When things got funny
And they had nowhere else to go
Everybody's tryin'a one up the grid

Everybody wanna stay in beat yeah

Everybody tryin'a say where they've been
When it stopped bein' sunny
And the shit got outta control
Ya shit got outta control
"
1Ov37jtRQ2YNAe8HzfczkL,0.583,0.67,8,-7.289,1,0.0646,0.0374,0.0001,0.126,0.498,140.061,220433,4,"He said, ""Let's get out of this town
Drive out of the city, away from the crowds""
I thought Heaven can't help me now
Nothing lasts forever, but this is gonna take me down

He's so tall, and handsome as hell
He's so bad, but he does it so well
I can see the end as it begins
My one condition is

Say you'll remember me standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your wildest dreams, ah-ah, ha
Wildest dreams, ah-ah, ha

I said, ""No one has to know what we do""
His hands are in my hair, his clothes are in my room
And his voice is a familiar sound"
37BZB0z9T8Xu7U3e65qxFy,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4,"Ooh (ooh)
Nah-nah, yeah

I saw you dancing in a crowded room (uh)
You look so happy when I'm not with you
But then you saw me, caught you by surprise
A single teardrop falling from your eye

I don't know why I run away (oh, oh, oh, oh, oh)
I'll make you cry when I run away (oh, oh, oh, oh, oh)

Take me back 'cause I wanna stay
Save your tears for another
"
